row_index,image_path_runtime,image_path_resolved,category,garment_id,fold_id
14,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-4.tif,A-Line,A-Line__G10,4
15,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-5.tif,A-Line,A-Line__G10,4
16,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-6.tif,A-Line,A-Line__G10,4
17,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-7.tif,A-Line,A-Line__G10,4
18,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-8.tif,A-Line,A-Line__G10,4
19,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/10-9.tif,A-Line,A-Line__G10,4
20,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-1.tif,A-Line,A-Line__G02,0
21,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-10.tif,A-Line,A-Line__G02,0
22,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-2.tif,A-Line,A-Line__G02,0
23,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-3.tif,A-Line,A-Line__G02,0
24,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-4.tif,A-Line,A-Line__G02,0
25,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-5.tif,A-Line,A-Line__G02,0
26,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-6.tif,A-Line,A-Line__G02,0
27,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-7.tif,A-Line,A-Line__G02,0
28,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-8.tif,A-Line,A-Line__G02,0
29,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/2-9.tif,A-Line,A-Line__G02,0
30,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-1.tif,A-Line,A-Line__G03,1
31,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-10.tif,A-Line,A-Line__G03,1
32,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-2.tif,A-Line,A-Line__G03,1
33,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-3.tif,A-Line,A-Line__G03,1
34,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-4.tif,A-Line,A-Line__G03,1
35,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-5.tif,A-Line,A-Line__G03,1
36,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-6.tif,A-Line,A-Line__G03,1
37,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-7.tif,A-Line,A-Line__G03,1
38,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-8.tif,A-Line,A-Line__G03,1
39,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/3-9.tif,A-Line,A-Line__G03,1
40,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-1.tif,A-Line,A-Line__G04,1
41,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-10.tif,A-Line,A-Line__G04,1
42,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-2.tif,A-Line,A-Line__G04,1
43,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-3.tif,A-Line,A-Line__G04,1
44,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-4.tif,A-Line,A-Line__G04,1
45,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-5.tif,A-Line,A-Line__G04,1
46,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-6.tif,A-Line,A-Line__G04,1
47,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-7.tif,A-Line,A-Line__G04,1
48,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-8.tif,A-Line,A-Line__G04,1
49,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/4-9.tif,A-Line,A-Line__G04,1
50,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-1.tif,A-Line,A-Line__G05,2
51,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-10.tif,A-Line,A-Line__G05,2
52,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-2.tif,A-Line,A-Line__G05,2
53,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-3.tif,A-Line,A-Line__G05,2
54,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-4.tif,A-Line,A-Line__G05,2
55,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-5.tif,A-Line,A-Line__G05,2
56,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-6.tif,A-Line,A-Line__G05,2
57,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-7.tif,A-Line,A-Line__G05,2
58,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-8.tif,A-Line,A-Line__G05,2
59,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/5-9.tif,A-Line,A-Line__G05,2
60,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-1.tif,A-Line,A-Line__G06,2
61,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-10.tif,A-Line,A-Line__G06,2
62,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-2.tif,A-Line,A-Line__G06,2
63,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-3.tif,A-Line,A-Line__G06,2
64,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-4.tif,A-Line,A-Line__G06,2
65,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-5.tif,A-Line,A-Line__G06,2
66,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-6.tif,A-Line,A-Line__G06,2
67,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-7.tif,A-Line,A-Line__G06,2
68,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-8.tif,A-Line,A-Line__G06,2
69,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/6-9.tif,A-Line,A-Line__G06,2
70,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-1.tif,A-Line,A-Line__G07,3
71,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-10.tif,A-Line,A-Line__G07,3
72,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-2.tif,A-Line,A-Line__G07,3
73,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-3.tif,A-Line,A-Line__G07,3
74,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-4.tif,A-Line,A-Line__G07,3
75,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-5.tif,A-Line,A-Line__G07,3
76,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-6.tif,A-Line,A-Line__G07,3
77,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-7.tif,A-Line,A-Line__G07,3
78,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-8.tif,A-Line,A-Line__G07,3
79,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/7-9.tif,A-Line,A-Line__G07,3
80,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-1.tif,A-Line,A-Line__G08,3
81,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-10.tif,A-Line,A-Line__G08,3
82,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-2.tif,A-Line,A-Line__G08,3
83,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-3.tif,A-Line,A-Line__G08,3
84,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-4.tif,A-Line,A-Line__G08,3
85,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-5.tif,A-Line,A-Line__G08,3
86,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-6.tif,A-Line,A-Line__G08,3
87,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-7.tif,A-Line,A-Line__G08,3
88,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-8.tif,A-Line,A-Line__G08,3
89,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/8-9.tif,A-Line,A-Line__G08,3
90,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-1.tif,A-Line,A-Line__G09,4
91,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-10.tif,A-Line,A-Line__G09,4
92,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-2.tif,A-Line,A-Line__G09,4
93,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-3.tif,A-Line,A-Line__G09,4
94,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-4.tif,A-Line,A-Line__G09,4
95,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-5.tif,A-Line,A-Line__G09,4
96,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-6.tif,A-Line,A-Line__G09,4
97,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-7.tif,A-Line,A-Line__G09,4
98,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-8.tif,A-Line,A-Line__G09,4
99,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/A-Line/9-9.tif,A-Line,A-Line__G09,4
100,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-1.tif,Bermuda,Bermuda__G01,0
101,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-10.tif,Bermuda,Bermuda__G01,0
102,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-2.tif,Bermuda,Bermuda__G01,0
103,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-3.tif,Bermuda,Bermuda__G01,0
104,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-4.tif,Bermuda,Bermuda__G01,0
105,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-5.tif,Bermuda,Bermuda__G01,0
106,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-6.tif,Bermuda,Bermuda__G01,0
107,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-7.tif,Bermuda,Bermuda__G01,0
108,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-8.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-8.tif,Bermuda,Bermuda__G01,0
109,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-9.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/1-9.tif,Bermuda,Bermuda__G01,0
110,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-1.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-1.tif,Bermuda,Bermuda__G10,4
111,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-10.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-10.tif,Bermuda,Bermuda__G10,4
112,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-2.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-2.tif,Bermuda,Bermuda__G10,4
113,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-3.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-3.tif,Bermuda,Bermuda__G10,4
114,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-4.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-4.tif,Bermuda,Bermuda__G10,4
115,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-5.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-5.tif,Bermuda,Bermuda__G10,4
116,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-6.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-6.tif,Bermuda,Bermuda__G10,4
117,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-7.tif,/content/drive/MyDrive/FashionAI/datasets/Clo-Sket/Clo-Sket/Bermuda/10-7.tif,Bermuda,Bermuda__G10,4
